date,gold,silver,gold_valid,silver_valid,both_valid,gold_silver_ratio
1990-01-17,410.4,5.226,True,True,True,78.53042479908152
1990-01-18,413.4,5.27,True,True,True,78.44402277039849
1990-01-19,408.65,5.205,True,True,True,78.51104707012487
1990-01-22,406.0,5.201,True,True,True,78.06191117092867
1990-01-23,408.25,5.26,True,True,True,77.61406844106465
1990-01-24,420.75,5.282,True,True,True,79.65732677016281
1990-01-25,415.65,5.228,True,True,True,79.50459066564652
1990-01-26,418.0,5.276,True,True,True,79.22668688400303
1990-01-29,418.75,5.256,True,True,True,79.67085235920852
1990-01-30,418.15,5.2,True,True,True,80.41346153846153
1990-01-31,415.05,5.205,True,True,True,79.7406340057637
1990-02-01,415.8,5.213,True,True,True,79.76213312871667
1990-02-02,417.95,5.315,True,True,True,78.63593603010348
1990-02-05,423.0,5.326,True,True,True,79.42170484416073
1990-02-06,421.05,5.318,True,True,True,79.17450169236555
1990-02-07,423.75,5.303,True,True,True,79.90759947199699
1990-02-08,418.0,5.325,True,True,True,78.49765258215962
1990-02-09,415.5,5.316,True,True,True,78.16027088036118
1990-02-12,418.85,5.3,True,True,True,79.02830188679246
1990-02-13,418.05,5.333,True,True,True,78.3892743296456
1990-02-14,414.6,5.286,True,True,True,78.43359818388197
1990-02-15,416.65,5.34,True,True,True,78.02434456928839
1990-02-16,416.5,5.325,True,True,True,78.21596244131455
1990-02-19,416.5,5.33,True,True,True,78.14258911819887
1990-02-20,419.95,5.356,True,True,True,78.40739357729649
1990-02-21,420.0,5.338,True,True,True,78.68115399025852
1990-02-22,417.65,5.285,True,True,True,79.02554399243141
1990-02-23,415.85,5.252,True,True,True,79.17936024371669
1990-02-26,411.3,5.237,True,True,True,78.53733053274776
1990-02-27,407.55,5.173,True,True,True,78.78407113860429
1990-02-28,407.7,5.12,True,True,True,79.62890625
1990-03-01,406.3,5.14,True,True,True,79.0466926070039
1990-03-02,405.05,5.14,True,True,True,78.8035019455253
1990-03-05,403.2,5.122,True,True,True,78.71925029285435
1990-03-06,405.35,5.133,True,True,True,78.96941359828561
1990-03-07,400.5,5.143,True,True,True,77.87283686564263
1990-03-08,400.7,5.14,True,True,True,77.95719844357977
1990-03-09,399.3,5.109,True,True,True,78.15619495008808
1990-03-12,401.25,5.125,True,True,True,78.29268292682927
1990-03-13,397.25,5.056,True,True,True,78.57001582278481
1990-03-14,398.75,5.085,True,True,True,78.41691248770894
1990-03-15,399.5,5.093,True,True,True,78.44099744747693
1990-03-16,400.65,5.113,True,True,True,78.35908468609426
1990-03-19,402.1,5.125,True,True,True,78.45853658536586
1990-03-20,399.65,5.119,True,True,True,78.07188904082828
1990-03-21,392.0,5.049,True,True,True,77.63913646266587
1990-03-22,392.0,5.064,True,True,True,77.40916271721959
1990-03-23,393.5,5.092,True,True,True,77.27808326787118
1990-03-26,370.25,4.96,True,True,True,74.64717741935483
1990-03-27,368.0,4.955,True,True,True,74.26841574167507
1990-03-28,372.0,5.001,True,True,True,74.38512297540491
1990-03-29,371.5,4.966,True,True,True,74.80869915424888
1990-03-30,368.5,4.966,True,True,True,74.20459122029803
1990-04-02,368.4,4.938,True,True,True,74.60510328068044
1990-04-03,375.0,5.001,True,True,True,74.98500299940011
1990-04-04,374.25,5.01,True,True,True,74.7005988023952
1990-04-05,378.4,5.148,True,True,True,73.5042735042735
1990-04-06,377.7,5.179,True,True,True,72.92913689901525
1990-04-09,376.7,5.144,True,True,True,73.23094867807154
1990-04-10,375.2,5.115,True,True,True,73.35288367546431
1990-04-11,374.5,5.085,True,True,True,73.6479842674533
1990-04-12,375.5,5.128,True,True,True,73.22542901716068
1990-04-17,374.0,5.055,True,True,True,73.98615232443126
1990-04-18,374.75,5.093,True,True,True,73.58138621637542
1990-04-19,375.75,5.091,True,True,True,73.80671773718326
1990-04-20,376.0,5.078,True,True,True,74.04489956675856
1990-04-23,375.25,5.08,True,True,True,73.86811023622047
1990-04-24,376.8,5.1,True,True,True,73.88235294117648
1990-04-25,371.45,5.023,True,True,True,73.94983077841927
1990-04-26,371.6,4.96,True,True,True,74.91935483870968
1990-04-27,371.6,4.96,True,True,True,74.91935483870968
1990-04-30,367.75,4.936,True,True,True,74.50364667747164
1990-05-01,369.5,4.953,True,True,True,74.6012517666061
1990-05-02,369.6,4.996,True,True,True,73.97918334667735
1990-05-03,369.9,5.01,True,True,True,73.83233532934132
1990-05-04,371.3,5.06,True,True,True,73.37944664031622
1990-05-08,370.65,5.033,True,True,True,73.64394993045896
1990-05-09,370.3,4.998,True,True,True,74.08963585434174
1990-05-10,371.75,5.033,True,True,True,73.86250745082455
1990-05-11,368.55,5.049,True,True,True,72.9946524064171
1990-05-14,369.0,5.052,True,True,True,73.04038004750595
1990-05-15,367.75,5.032,True,True,True,73.0822734499205
1990-05-16,369.85,5.02,True,True,True,73.6752988047809
1990-05-17,369.2,5.028,True,True,True,73.42879872712808
1990-05-18,369.9,5.04,True,True,True,73.39285714285714
1990-05-21,373.1,5.134,True,True,True,72.67238021036229
1990-05-22,375.1,5.125,True,True,True,73.19024390243902
1990-05-23,364.5,5.095,True,True,True,71.54072620215898
1990-05-24,366.5,5.219,True,True,True,70.22418087756274
1990-05-25,366.5,5.225,True,True,True,70.14354066985646
1990-05-29,367.7,5.236,True,True,True,70.2253628724217
1990-05-30,366.4,5.13,True,True,True,71.42300194931774
1990-05-31,363.05,5.07,True,True,True,71.60749506903353
1990-06-01,363.45,5.074,True,True,True,71.62987780843515
1990-06-04,357.05,5.05,True,True,True,70.70297029702971
1990-06-05,358.1,5.05,True,True,True,70.91089108910892
1990-06-06,359.5,5.091,True,True,True,70.61481044981339
1990-06-07,352.8,4.986,True,True,True,70.75812274368232
1990-06-08,353.5,5.013,True,True,True,70.51665669259924
1990-06-11,354.7,4.995,True,True,True,71.011011011011
1990-06-12,355.75,5.01,True,True,True,71.00798403193613
1990-06-13,350.5,4.99,True,True,True,70.24048096192385
1990-06-14,345.85,4.91,True,True,True,70.4378818737271
1990-06-15,346.9,4.838,True,True,True,71.70318313352624
1990-06-18,349.25,4.835,True,True,True,72.23371251292657
1990-06-19,348.65,4.839,True,True,True,72.05001033271336
1990-06-20,346.9,4.823,True,True,True,71.92618702052663
1990-06-21,349.75,4.838,True,True,True,72.29226953286482
1990-06-22,348.4,4.822,True,True,True,72.25217751970136
1990-06-25,353.4,4.843,True,True,True,72.97129878174685
1990-06-26,349.35,4.804,True,True,True,72.72064945878435
1990-06-27,350.65,4.811,True,True,True,72.8850550821035
1990-06-28,352.3,4.825,True,True,True,73.01554404145078
1990-06-29,352.2,4.84,True,True,True,72.76859504132231
1990-07-02,357.4,4.908,True,True,True,72.81988590057048
1990-07-03,362.0,4.958,True,True,True,73.01331181928197
1990-07-04,362.5,4.935,True,True,True,73.4549138804458
1990-07-05,359.7,4.899,True,True,True,73.423147581139
1990-07-06,361.15,4.88,True,True,True,74.0061475409836
1990-07-09,360.25,4.88,True,True,True,73.82172131147541
1990-07-10,354.0,4.8,True,True,True,73.75
1990-07-11,354.3,4.813,True,True,True,73.613131103262
1990-07-12,351.45,4.826,True,True,True,72.82428512225445
1990-07-13,363.6,4.896,True,True,True,74.26470588235294
1990-07-16,363.25,4.916,True,True,True,73.8913751017087
1990-07-17,360.7,4.85,True,True,True,74.37113402061856
1990-07-18,359.4,4.827,True,True,True,74.45618396519576
1990-07-19,362.3,4.881,True,True,True,74.22659291128866
1990-07-20,361.0,4.865,True,True,True,74.20349434737923
1990-07-23,366.1,4.882,True,True,True,74.98975829578043
1990-07-24,368.7,4.9,True,True,True,75.24489795918366
1990-07-25,372.75,4.874,True,True,True,76.47722609766106
1990-07-26,368.75,4.853,True,True,True,75.98392746754585
1990-07-27,366.75,4.837,True,True,True,75.8217903659293
1990-07-30,367.3,4.83,True,True,True,76.04554865424431
1990-07-31,372.3,4.855,True,True,True,76.68383110195674
1990-08-01,370.65,4.813,True,True,True,77.01018076044048
1990-08-02,380.7,4.933,True,True,True,77.17413338739104
1990-08-03,379.0,4.826,True,True,True,78.5329465395773
1990-08-06,382.25,4.875,True,True,True,78.41025641025641
1990-08-07,383.25,4.931,True,True,True,77.72257148651389
1990-08-08,384.75,4.872,True,True,True,78.97167487684729
1990-08-09,383.6,4.883,True,True,True,78.55826336268687
1990-08-10,389.35,4.94,True,True,True,78.8157894736842
1990-08-13,404.3,5.085,True,True,True,79.50835791543757
1990-08-14,411.5,5.202,True,True,True,79.1041906958862
1990-08-15,398.4,5.133,True,True,True,77.61542957334892
1990-08-16,402.6,5.065,True,True,True,79.48667324777887
1990-08-17,410.6,5.21,True,True,True,78.80998080614204
1990-08-20,407.75,5.201,True,True,True,78.39838492597578
1990-08-21,413.8,5.16,True,True,True,80.1937984496124
1990-08-22,408.75,5.117,True,True,True,79.88078952511238
1990-08-23,412.4,5.216,True,True,True,79.06441717791411
1990-08-24,410.3,5.134,True,True,True,79.91819244253993
1990-08-28,388.25,4.92,True,True,True,78.91260162601625
1990-08-29,384.3,4.86,True,True,True,79.07407407407408
1990-08-30,389.75,4.838,True,True,True,80.5601488218272
1990-08-31,387.75,4.83,True,True,True,80.27950310559007
1990-09-03,386.75,4.85,True,True,True,79.74226804123712
1990-09-04,381.4,4.817,True,True,True,79.17791156321361
1990-09-05,383.3,4.758,True,True,True,80.55905842791088
1990-09-06,387.5,4.8,True,True,True,80.72916666666667
1990-09-07,384.6,4.783,True,True,True,80.40978465398285
1990-09-10,384.5,4.77,True,True,True,80.60796645702307
1990-09-11,378.5,4.75,True,True,True,79.6842105263158
1990-09-12,382.05,4.795,True,True,True,79.67674661105319
1990-09-13,382.2,4.818,True,True,True,79.32752179327522
1990-09-14,386.2,4.806,True,True,True,80.3578859758635
1990-09-17,389.4,4.787,True,True,True,81.34531021516607
1990-09-18,386.0,4.785,True,True,True,80.66875653082549
1990-09-19,386.5,4.8,True,True,True,80.52083333333334
1990-09-20,386.95,4.795,True,True,True,80.69864442127216
1990-09-21,389.3,4.81,True,True,True,80.93555093555095
1990-09-24,392.5,4.829,True,True,True,81.27976806792297
1990-09-25,403.75,4.928,True,True,True,81.92978896103897
1990-09-26,402.7,4.825,True,True,True,83.46113989637306
1990-09-27,403.95,4.778,True,True,True,84.54374215152784
1990-09-28,408.4,4.795,True,True,True,85.1720542231491
1990-10-01,396.3,4.786,True,True,True,82.80401170079399
1990-10-02,387.85,4.69,True,True,True,82.69722814498934
1990-10-03,389.4,4.692,True,True,True,82.9923273657289
1990-10-04,395.75,4.71,True,True,True,84.02335456475583
1990-10-05,395.6,4.715,True,True,True,83.90243902439025
1990-10-08,390.8,4.668,True,True,True,83.71893744644387
1990-10-09,397.0,4.693,True,True,True,84.59407628382698
1990-10-10,391.8,4.628,True,True,True,84.65859982713916
1990-10-11,388.0,4.385,True,True,True,88.48346636259977
1990-10-12,388.25,4.248,True,True,True,91.39595103578154
1990-10-15,380.7,4.259,True,True,True,89.38718008922281
1990-10-16,364.75,4.203,True,True,True,86.78325005948132
1990-10-17,366.0,4.219,True,True,True,86.75041479023464
1990-10-18,367.85,4.248,True,True,True,86.59369114877589
1990-10-19,372.0,4.243,True,True,True,87.6738156964412
1990-10-22,367.5,4.231,True,True,True,86.85889860553061
1990-10-23,371.65,4.23,True,True,True,87.86052009456263
1990-10-24,371.1,4.227,True,True,True,87.79276082327893
1990-10-25,375.05,4.23,True,True,True,88.66430260047281
1990-10-26,373.7,4.22,True,True,True,88.55450236966824
1990-10-29,372.7,4.07,True,True,True,91.57248157248156
1990-10-30,373.75,4.137,True,True,True,90.3432438965434
1990-10-31,379.5,4.223,True,True,True,89.86502486384087
1990-11-01,380.4,4.181,True,True,True,90.98301841664671
1990-11-02,377.5,4.23,True,True,True,89.2434988179669
1990-11-05,376.9,4.175,True,True,True,90.2754491017964
1990-11-06,379.25,4.223,True,True,True,89.80582524271846
1990-11-07,385.0,4.227,True,True,True,91.08114502010882
1990-11-08,384.75,4.263,True,True,True,90.2533427163969
1990-11-09,385.7,4.244,True,True,True,90.88124410933082
1990-11-12,380.7,4.212,True,True,True,90.3846153846154
1990-11-13,383.5,4.21,True,True,True,91.09263657957244
1990-11-14,383.9,4.2,True,True,True,91.4047619047619
1990-11-15,378.0,4.175,True,True,True,90.53892215568862
1990-11-16,376.3,4.14,True,True,True,90.8937198067633
1990-11-19,377.8,4.13,True,True,True,91.4769975786925
1990-11-20,380.0,4.144,True,True,True,91.69884169884168
1990-11-21,377.3,4.11,True,True,True,91.80048661800488
1990-11-22,380.0,4.153,True,True,True,91.50012039489526
1990-11-23,383.6,4.145,True,True,True,92.54523522316045
1990-11-26,386.9,4.19,True,True,True,92.33890214797135
1990-11-27,383.8,4.123,True,True,True,93.08755760368663
1990-11-28,385.0,4.114,True,True,True,93.58288770053476
1990-11-29,386.8,4.131,True,True,True,93.63350278382958
1990-11-30,384.85,4.087,True,True,True,94.16442378272572
1990-12-03,380.65,4.129,True,True,True,92.18939210462582
1990-12-04,377.6,4.164,True,True,True,90.68203650336216
1990-12-05,376.0,4.152,True,True,True,90.55876685934489
1990-12-06,370.0,4.121,True,True,True,89.7840330016986
1990-12-07,370.8,4.148,True,True,True,89.39247830279653
1990-12-10,374.05,4.098,True,True,True,91.27623230844316
1990-12-11,372.1,4.083,True,True,True,91.1339701200098
1990-12-12,370.9,4.064,True,True,True,91.26476377952756
1990-12-13,372.0,4.013,True,True,True,92.69872913032644
1990-12-14,373.2,3.964,True,True,True,94.1473259334006
1990-12-17,376.3,3.95,True,True,True,95.26582278481013
1990-12-18,377.4,3.965,True,True,True,95.1828499369483
1990-12-19,378.9,3.971,True,True,True,95.41677159405693
1990-12-20,385.45,4.104,True,True,True,93.92056530214424
1990-12-21,383.75,4.149,True,True,True,92.49216678717764
1990-12-24,,4.042,False,True,False,
1990-12-27,382.8,4.098,True,True,True,93.41142020497804
1990-12-28,386.2,4.095,True,True,True,94.31013431013432
1990-12-31,,4.193,False,True,False,
1991-01-02,390.8,4.164,True,True,True,93.85206532180597
1991-01-03,386.3,4.097,True,True,True,94.28850378325605
1991-01-04,387.4,4.21,True,True,True,92.0190023752969
1991-01-07,391.1,4.203,True,True,True,93.05258148941232
1991-01-08,389.7,4.25,True,True,True,91.69411764705882
1991-01-09,387.1,4.085,True,True,True,94.76132190942474
1991-01-10,390.55,4.139,True,True,True,94.3585407103165
1991-01-11,390.6,4.151,True,True,True,94.09780775716696
1991-01-14,398.6,4.195,True,True,True,95.01787842669845
1991-01-15,398.5,4.205,True,True,True,94.76813317479191
1991-01-16,403.0,4.224,True,True,True,95.40719696969695
1991-01-17,379.0,4.098,True,True,True,92.48413860419716
1991-01-18,378.25,4.041,True,True,True,93.60306854738926
1991-01-21,378.2,4.038,True,True,True,93.66022783556215
1991-01-22,381.0,4.029,True,True,True,94.56440804169767
1991-01-23,378.3,3.978,True,True,True,95.09803921568628
1991-01-24,373.0,3.873,True,True,True,96.30777175316292
1991-01-25,374.25,3.835,True,True,True,97.58800521512386
1991-01-28,374.5,3.806,True,True,True,98.39726747241198
1991-01-29,376.8,3.858,True,True,True,97.66718506998446
1991-01-30,367.1,3.809,True,True,True,96.37700183775269
1991-01-31,366.0,3.826,True,True,True,95.66126502875063
1991-02-01,364.5,3.879,True,True,True,93.96751740139212
1991-02-04,367.15,3.863,True,True,True,95.04271291742168
1991-02-05,366.6,3.822,True,True,True,95.91836734693878
1991-02-06,360.75,3.81,True,True,True,94.68503937007874
1991-02-07,363.9,3.8,True,True,True,95.76315789473684
1991-02-08,370.0,3.833,True,True,True,96.53013305504828
1991-02-11,366.85,3.816,True,True,True,96.1346960167715
1991-02-12,364.4,3.66,True,True,True,99.56284153005464
1991-02-13,366.75,3.72,True,True,True,98.58870967741936
1991-02-14,368.15,3.769,True,True,True,97.67842929158928
1991-02-15,365.5,3.819,True,True,True,95.7056821157371
1991-02-18,363.75,3.776,True,True,True,96.33209745762711
1991-02-19,363.0,3.74,True,True,True,97.05882352941175
1991-02-20,364.65,3.699,True,True,True,98.58069748580698
1991-02-21,362.25,3.663,True,True,True,98.8943488943489
1991-02-22,358.8,3.62,True,True,True,99.11602209944752
1991-02-25,357.65,3.548,True,True,True,100.80326944757608
1991-02-26,359.25,3.627,True,True,True,99.0488006617039
1991-02-27,360.0,3.614,True,True,True,99.61261759822912
1991-02-28,362.7,3.679,True,True,True,98.58657243816256
1991-03-01,366.9,3.755,True,True,True,97.70972037283622
1991-03-04,365.45,3.755,True,True,True,97.32356857523304
1991-03-05,364.5,3.82,True,True,True,95.41884816753928
1991-03-06,366.2,3.831,True,True,True,95.5886191594884
1991-03-07,366.5,3.908,True,True,True,93.78198567041966
1991-03-08,368.5,4.001,True,True,True,92.1019745063734
1991-03-11,365.85,4.17,True,True,True,87.7338129496403
1991-03-12,364.25,3.979,True,True,True,91.54310128172908
1991-03-13,366.0,4.059,True,True,True,90.169992609017
1991-03-14,364.6,4.03,True,True,True,90.47146401985113
1991-03-15,366.0,4.033,True,True,True,90.75130176047608
1991-03-18,362.3,4.053,True,True,True,89.39057488280287
1991-03-19,364.5,3.944,True,True,True,92.41886409736308
1991-03-20,364.5,4.038,True,True,True,90.26745913818722
1991-03-21,362.35,3.976,True,True,True,91.13430583501008
1991-03-22,362.75,4.008,True,True,True,90.5064870259481
1991-03-25,359.25,3.953,True,True,True,90.88034404249936
1991-03-26,356.6,3.918,True,True,True,91.01582440020418
1991-03-27,354.05,3.899,True,True,True,90.80533470120544
1991-03-28,355.65,3.836,True,True,True,92.71376433785191
1991-04-02,357.5,3.935,True,True,True,90.85133418043202
1991-04-03,359.2,4.065,True,True,True,88.3640836408364
1991-04-04,358.4,4.058,True,True,True,88.31936914736323
1991-04-05,358.5,4.038,True,True,True,88.78157503714709
1991-04-08,361.0,3.96,True,True,True,91.16161616161617
1991-04-09,364.0,4.0,True,True,True,91.0
1991-04-10,363.35,4.024,True,True,True,90.29572564612326
1991-04-11,361.75,3.987,True,True,True,90.73238023576624
1991-04-12,361.95,4.018,True,True,True,90.08213041314087
1991-04-15,360.1,3.978,True,True,True,90.52287581699346
1991-04-16,361.2,4.024,True,True,True,89.76143141153081
1991-04-17,360.65,4.07,True,True,True,88.6117936117936
1991-04-18,359.15,4.121,True,True,True,87.15117689881096
1991-04-19,356.15,3.953,True,True,True,90.09612952188212
1991-04-22,356.4,3.92,True,True,True,90.91836734693877
1991-04-23,355.5,3.945,True,True,True,90.11406844106465
1991-04-24,355.8,3.938,True,True,True,90.3504316912138
1991-04-25,353.25,3.874,True,True,True,91.18482188951988
1991-04-26,353.25,3.9,True,True,True,90.57692307692308
1991-04-29,351.1,3.888,True,True,True,90.30349794238684
1991-04-30,357.75,3.934,True,True,True,90.9379766141332
1991-05-01,356.5,3.973,True,True,True,89.73068210420338
1991-05-02,354.15,3.934,True,True,True,90.02287747839348
1991-05-03,355.5,4.018,True,True,True,88.47685415629667
1991-05-07,356.15,4.025,True,True,True,88.48447204968943
1991-05-08,356.9,4.025,True,True,True,88.67080745341613
1991-05-09,356.85,4.063,True,True,True,87.82919025350728
1991-05-10,356.7,4.033,True,True,True,88.44532606000494
1991-05-13,356.85,4.036,True,True,True,88.41674925668981
1991-05-14,357.95,4.003,True,True,True,89.42043467399449
1991-05-15,359.85,4.117,True,True,True,87.40587806655333
1991-05-16,356.0,4.1,True,True,True,86.82926829268294
1991-05-17,355.1,4.017,True,True,True,88.39930296240976
1991-05-20,355.0,4.005,True,True,True,88.63920099875156
1991-05-21,356.3,4.04,True,True,True,88.1930693069307
1991-05-22,356.75,4.09,True,True,True,87.22493887530563
1991-05-23,354.9,4.038,True,True,True,87.89004457652302
1991-05-24,355.8,4.05,True,True,True,87.85185185185186
1991-05-28,355.65,4.059,True,True,True,87.620103473762
1991-05-29,361.5,4.142,True,True,True,87.27667793336552
1991-05-30,361.05,4.118,True,True,True,87.67605633802816
1991-05-31,360.4,4.133,True,True,True,87.20058069199128
1991-06-03,363.0,4.156,True,True,True,87.34359961501444
1991-06-04,362.4,4.153,True,True,True,87.26222008186853
1991-06-05,362.4,4.166,True,True,True,86.9899183869419
1991-06-06,364.85,4.242,True,True,True,86.00895803866102
1991-06-07,367.0,4.492,True,True,True,81.70080142475513
1991-06-10,372.2,4.571,True,True,True,81.42638372347407
1991-06-11,371.25,4.481,True,True,True,82.84981031019862
1991-06-12,372.0,4.514,True,True,True,82.4102791315906
1991-06-13,369.7,4.465,True,True,True,82.79955207166853
1991-06-14,367.75,4.51,True,True,True,81.54101995565411
1991-06-17,366.8,4.389,True,True,True,83.5725677830941
1991-06-18,370.25,4.478,True,True,True,82.68200089325592
1991-06-19,367.4,4.432,True,True,True,82.89711191335739
1991-06-20,367.6,4.443,True,True,True,82.73688948908396
1991-06-21,366.25,4.443,True,True,True,82.43304073823994
1991-06-24,360.9,4.341,True,True,True,83.13752591568762
1991-06-25,363.35,4.36,True,True,True,83.33715596330275
1991-06-26,366.1,4.418,True,True,True,82.86555002263468
1991-06-27,364.8,4.355,True,True,True,83.76578645235361
1991-06-28,368.35,4.454,True,True,True,82.7009429726089
1991-07-01,368.9,4.453,True,True,True,82.84302717269256
1991-07-02,367.1,4.424,True,True,True,82.97920433996383
1991-07-03,369.25,4.428,True,True,True,83.38979223125564
1991-07-04,369.25,4.495,True,True,True,82.146829810901
1991-07-05,369.9,4.534,True,True,True,81.58359064843405
1991-07-08,370.25,4.505,True,True,True,82.18645948945615
1991-07-09,369.2,4.462,True,True,True,82.74316450022411
1991-07-10,370.9,4.477,True,True,True,82.8456555729283
1991-07-11,368.3,4.42,True,True,True,83.32579185520362
1991-07-12,367.85,4.38,True,True,True,83.98401826484019
1991-07-15,367.8,4.39,True,True,True,83.78132118451026
1991-07-16,368.7,4.373,True,True,True,84.31282872170134
1991-07-17,368.9,4.403,True,True,True,83.78378378378379
1991-07-18,369.0,4.448,True,True,True,82.95863309352518
1991-07-19,370.0,4.395,True,True,True,84.18657565415245
1991-07-22,369.75,4.402,True,True,True,83.99591094956837
1991-07-23,367.4,4.325,True,True,True,84.9479768786127
1991-07-24,366.0,4.231,True,True,True,86.50437248877334
1991-07-25,364.9,4.128,True,True,True,88.39631782945736
1991-07-26,364.1,4.101,True,True,True,88.78322360399903
1991-07-29,365.1,4.109,True,True,True,88.8537357021173
1991-07-30,361.35,4.048,True,True,True,89.2663043478261
1991-07-31,362.85,4.068,True,True,True,89.19616519174043
1991-08-01,363.4,4.054,True,True,True,89.63986186482485
1991-08-02,357.8,3.972,True,True,True,90.08056394763344
1991-08-05,356.5,3.935,True,True,True,90.5972045743329
1991-08-06,357.0,3.959,True,True,True,90.17428643596868
1991-08-07,356.8,3.965,True,True,True,89.98738965952082
1991-08-08,357.6,3.973,True,True,True,90.00755096904103
1991-08-09,358.2,3.967,True,True,True,90.29493319889085
1991-08-12,358.2,3.992,True,True,True,89.72945891783567
1991-08-13,356.8,3.954,True,True,True,90.2377339403136
1991-08-14,355.85,3.946,True,True,True,90.17992904206793
1991-08-15,358.35,3.97,True,True,True,90.26448362720404
1991-08-16,357.75,3.962,True,True,True,90.29530540131246
1991-08-19,361.2,4.048,True,True,True,89.2292490118577
1991-08-20,353.8,4.003,True,True,True,88.38371221583812
1991-08-21,356.3,3.93,True,True,True,90.6615776081425
1991-08-22,356.2,3.943,True,True,True,90.3373066193254
1991-08-23,353.7,3.88,True,True,True,91.159793814433
1991-08-27,353.8,3.954,True,True,True,89.4790085988872
1991-08-28,354.5,3.95,True,True,True,89.74683544303797
1991-08-29,351.25,3.941,True,True,True,89.12712509515352
1991-08-30,347.4,3.815,True,True,True,91.0615989515072
1991-09-02,347.95,3.831,True,True,True,90.82484990864003
1991-09-03,347.35,3.874,True,True,True,89.6618482188952
1991-09-04,348.7,3.928,True,True,True,88.77291242362526
1991-09-05,347.4,3.863,True,True,True,89.93010613512813
1991-09-06,348.05,3.871,True,True,True,89.91216739860502
1991-09-09,350.55,4.003,True,True,True,87.57182113414939
1991-09-10,351.7,4.064,True,True,True,86.54035433070865
1991-09-11,345.25,3.97,True,True,True,86.9647355163728
1991-09-12,346.1,3.972,True,True,True,87.134944612286
1991-09-13,344.25,3.965,True,True,True,86.82219419924338
1991-09-16,345.4,4.06,True,True,True,85.07389162561577
1991-09-17,346.15,4.078,True,True,True,84.88229524276605
1991-09-18,348.3,4.094,True,True,True,85.07572056668295
1991-09-19,348.6,4.095,True,True,True,85.12820512820514
1991-09-20,348.6,4.073,True,True,True,85.58801865946477
1991-09-23,349.25,4.123,True,True,True,84.70773708464709
1991-09-24,351.9,4.245,True,True,True,82.89752650176678
1991-09-25,352.75,4.235,True,True,True,83.2939787485242
1991-09-26,351.9,4.222,True,True,True,83.3491236380862
1991-09-27,348.45,4.09,True,True,True,85.19559902200488
1991-09-30,354.9,4.135,True,True,True,85.82829504232164
1991-10-01,353.95,4.147,True,True,True,85.3508560405112
1991-10-02,356.0,4.216,True,True,True,84.44022770398482
1991-10-03,356.8,4.174,True,True,True,85.48155246765693
1991-10-04,356.3,4.173,True,True,True,85.38221902707885
1991-10-07,359.7,4.13,True,True,True,87.09443099273608
1991-10-08,357.6,4.071,True,True,True,87.84082535003685
1991-10-09,357.65,4.083,True,True,True,87.59490570658828
1991-10-10,359.5,4.118,True,True,True,87.29966002914036
1991-10-11,357.75,4.05,True,True,True,88.33333333333334
1991-10-14,358.5,4.099,True,True,True,87.46035618443523
1991-10-15,357.55,4.077,True,True,True,87.69928869266619
1991-10-16,356.55,4.053,True,True,True,87.97187268689859
1991-10-17,358.3,4.125,True,True,True,86.86060606060606
1991-10-18,359.6,4.12,True,True,True,87.28155339805825
1991-10-21,363.8,4.173,True,True,True,87.17948717948718
1991-10-22,362.35,4.158,True,True,True,87.14526214526214
1991-10-23,362.2,4.145,True,True,True,87.38238841978287
1991-10-24,361.0,4.087,True,True,True,88.32884756545144
1991-10-25,362.0,4.122,True,True,True,87.82144590004852
1991-10-28,358.5,4.084,True,True,True,87.78158667972576
1991-10-29,357.4,4.053,True,True,True,88.18159388107574
1991-10-30,359.35,4.113,True,True,True,87.369316800389
1991-10-31,357.45,4.09,True,True,True,87.3960880195599
1991-11-01,357.75,4.102,True,True,True,87.21355436372501
1991-11-04,356.35,4.079,True,True,True,87.36209855356707
1991-11-05,356.55,4.105,True,True,True,86.85749086479902
1991-11-06,354.5,4.073,True,True,True,87.03658237171616
1991-11-07,354.5,4.07,True,True,True,87.10073710073709
1991-11-08,352.9,4.025,True,True,True,87.67701863354036
1991-11-11,354.9,4.038,True,True,True,87.89004457652302
1991-11-12,354.75,4.035,True,True,True,87.9182156133829
1991-11-13,356.55,4.049,True,True,True,88.05877994566559
1991-11-14,355.85,4.044,True,True,True,87.99455984174087
1991-11-15,355.5,4.01,True,True,True,88.65336658354116
1991-11-18,360.75,4.052,True,True,True,89.03010858835144
1991-11-19,363.0,4.044,True,True,True,89.7626112759644
1991-11-20,362.6,4.078,True,True,True,88.91613536047082
1991-11-21,364.3,4.096,True,True,True,88.9404296875
1991-11-22,367.95,4.133,True,True,True,89.02734091458989
1991-11-25,369.1,4.138,True,True,True,89.19768003866604
1991-11-26,366.25,4.089,True,True,True,89.56957691367082
1991-11-27,367.1,4.098,True,True,True,89.58028306490972
1991-11-28,366.05,4.1,True,True,True,89.28048780487806
1991-11-29,366.3,4.065,True,True,True,90.11070110701108
1991-12-02,368.35,4.093,True,True,True,89.99511360860005
1991-12-03,362.9,4.065,True,True,True,89.27429274292741
1991-12-04,365.25,4.053,True,True,True,90.11843079200592
1991-12-05,364.75,4.048,True,True,True,90.10622529644267
1991-12-06,367.75,4.065,True,True,True,90.46740467404672
1991-12-09,370.7,4.069,True,True,True,91.10346522487096
1991-12-10,368.05,4.044,True,True,True,91.01137487636004
